source,date,like,share,comment,link,content
蔡英文 Tsai Ing-wen,2021-08-01,250000,1998,4274,https://m.facebook.com/story.php?story_fbid=10157622352666065&id=46251501064,當年的小男孩，一直練、一直練，終於成為奧運銀牌得主了！恭喜智凱！ 　　 今晚的體操男子鞍馬決賽，在 李智凱 Chih Kai Lee 翻滾的那45秒，全台灣都屏住了呼吸。最後，智凱完美落地，以15.400的高分，獲得了銀牌！這也是台灣體操第一次在奧運奪牌！ 　　 這些年，我們都看著「菜市場凱」，從小學時就和 #林育信 教練立下參加奧運比賽的約定。十多年來，經歷過成長，經歷過受傷的低潮，經歷過2016年里約奧運的淚水，也經歷過世大運、亞運、世界盃到世錦賽綻放出的光彩，現在，智凱站上了奧運的頒獎台。 　　 這是來自台灣的男孩，我們都同感驕傲！ 　　 照片提供：TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-08-01,160000,1190,2455,https://m.facebook.com/story.php?story_fbid=10157622218431065&id=46251501064,恭喜 #潘政琮 拿下高爾夫球男子組銅牌！ 　　 經過連續四天的出賽，台灣高爾夫球一哥 C.T. Pan 潘政琮 後來居上，排名一天比一天前進，以269桿的總成績和6名選手並列第三。最後在3洞附加賽和延長驟死賽中，政琮一一比下對手，終於拿下了銅牌！ 　　 這是台灣在奧運的第一面高爾夫球獎牌，政琮不但寫下了歷史新紀錄，永不放棄的精神，更是大大振奮了全台灣！我也要恭喜政琮的太太、陪同擔任桿弟的 #林盈君。夫妻互相扶持，一起經歷漫長的競技，收下了最美好的果實！ 　　 照片提供：TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-31,43000,715,2004,https://m.facebook.com/story.php?story_fbid=10157621891601065&id=46251501064,"今天是8/1原住民族日，我們為奧運賽場上的原住民選手加油，也要為各領域的族人喝采！ 　　 這幾天，原住民選手有精采的表現。其中，拳擊好手 陳念琴﹣I'm Nien-Chin,CHEN 在晉級奧運八強的那一刻，對著轉播鏡頭，大聲用族語喊出自己是「阿美族的孩子」，真的很振奮人心。 　　 我也要告訴大家，不只是體育，台灣的原住民族裡，有出色的教育家，有盡責的國軍官兵，有產業界的中流砥柱，第一線的防疫崗位上，也有許多原住民醫師和護理師。原住民族在各個專業領域，都有傑出的成就。 　　 除了推崇原住民族的貢獻，我更希望，我們對原住民族的認識，不會只停留在「原住民勇士」、「原住民公主」、「體育都很好」等簡單標籤上，而是可以一起認識原住民族各族、各部落多樣的歷史和文化，一起促成多元的互動和理解。 　　 向原住民族學習，也向原住民族致敬，這就是 #原住民族日 最大的意義！ 　　 ✅原住民族日展覽活動看這邊：https://reurl.cc/AkW5oQ ✅原住民族電子書城，好書線上看：https://alilin.apc.gov.tw翻譯年糕"
蔡英文 Tsai Ing-wen,2021-07-31,140000,1136,3412,https://m.facebook.com/story.php?story_fbid=10157621005496065&id=46251501064,不只麟洋配，今天也是許多台灣人寫紀錄的一天！ 　　 下午 湯智鈞 Tang Chih Chun 寫下台灣男子射箭選手的奧運紀錄，傍晚小戴 戴資穎/ Tai Tzu Ying 在羽球女單四強賽獲勝，順利打進金牌戰，同樣也已經創下紀錄！明天晚上，全台灣都會繼續為小戴集氣！ 　　 晚上的舉重男子96公斤級賽事，#陳柏任 則以抓舉176公斤（平全國紀錄）、挺舉205公斤（破全國紀錄）、總和381公斤（破全國紀錄）的成績，最終名列第五。恭喜柏任！ 　　 另外，「台灣最速男」楊俊瀚 Hank Yang 在田徑男子100公尺賽事，跑出10秒21的本季最佳成績。高爾夫好手 #潘政琮 完成男子組第三輪賽事後，排名升到第17名，明天還要繼續拚！我也要肯定小天 #周天成 的鬥志，雖然羽球男單在八強止步，但你說過「想讓世界看見台灣」的目標，已經達成了。謝謝小天，謝謝今天每一位盡情揮灑自己的台灣英雄！ 　　 ⚠️為選手們喝采的同時，我也要提醒：受到西南氣流影響，中央氣象局持續發布台中以南各縣市的豪雨、大雨特報，明天（8/1）台南市、高雄市更因為雨量預測達標，已經宣布停班停課一天。請大家務必留意官方資訊，慎防短延時強降雨帶來的災害。 　　 照片提供：體育署 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-31,450000,3851,13000,https://m.facebook.com/story.php?story_fbid=10157620887931065&id=46251501064,剛剛我忍不住打去東京，和 #台灣聖筊 通上電話，我替大家告訴齊麟和李洋⋯⋯ 　　 今晚，全台灣都在看你們比賽，都為你們瘋狂！ 　　 李洋/Lee Yang、王齊麟/Wang Chi Lin，謝謝你們！ 　　 照片提供：TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-31,370000,5028,16000,https://m.facebook.com/story.php?story_fbid=10157620725161065&id=46251501064,台灣來的「聖筊」！恭喜 #麟洋配 拿下我國第一面羽球金牌！ 　　 今晚的羽球男雙決賽，台灣的「黃金男雙」李洋/Lee Yang、王齊麟/Wang Chi Lin 攻守兼備，以直落二技壓中國的「雙塔組合」李俊慧和劉雨辰，順利贏得金牌，也寫下台灣羽球的新紀錄！ 　　 2019年才開始搭檔，短短兩年多，就能在奧運殿堂登上頂峰，李洋和齊麟的默契，真的沒話說！謝謝你們，讓世界看見了台灣選手的實力！ 　　 照片提供：TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-31,130000,781,2150,https://m.facebook.com/story.php?story_fbid=10157620380431065&id=46251501064,第四名！我們要給 湯智鈞 Tang Chih Chun 最用力的掌聲！ 　　 今天的射箭男子個人賽，20歲的「湯包」湯智鈞，一早在加射中，以一箭之差驚險擊敗以色列選手Itay Shanny。中午更力克韓國好手、男團金牌得主金優鎮，這是最高水準的表現！ 　　 雖然最終智鈞在銅牌戰中，以些許差距敗給地主隊、五度參加奧運的日本名將古川高晴，不過，能跟各國資深選手抗衡到最後，實在了不起！這也刷新了台灣男子射箭選手在奧運的最佳個人名次！ 　　 本屆奧運的射箭賽事，至此全部結束。我要謝謝 雷千瑩 LEI CHIEN YING、譚雅婷 Tan Ya-Ting、#林佳恩、魏均珩 WEI Chun-Heng、#鄧宇成，以及智鈞，一共六位選手帶給我們的美好賽事。也謝謝林政賢總教練、倪大智教練和劉展明教練。辛苦了，等你們回來！ 　　 照片提供：體育署 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-31,50000,482,2261,https://m.facebook.com/story.php?story_fbid=10157620248336065&id=46251501064,立陶宛捐贈的疫苗已經抵達，再次謝謝民主夥伴的心意！ 　　 今天早上，中央氣象局針對南台灣發布豪雨、大雨特報，我們正持續提防雨勢，關注應變工作的整備狀況。請在南部的朋友出入小心。 　　 同時，來自立陶宛的2萬劑AZ疫苗，也順利抵達桃園國際機場了。加上政府自行採購的58.2萬劑AZ疫苗在週二（7/27）到貨，我們一共增加了60.2萬劑庫存。我要再次謝謝立陶宛政府在疫情中，和台灣的互相扶持，也要謝謝謝居中奔走的各界人士與外交團隊。接下來，台灣也會努力讓國際防疫合作的 #善的循環 持續溫暖茁壯！ 　　 全國的疫苗覆蓋率剛突破30%，最新一波疫苗意願登記也正在進行中，8/2中午前，請還沒有登記的朋友，記得上網去登記！ 　　 ➡疫苗施打意願登記與預約系統：https://1922.gov.tw/ 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-30,100000,1002,2829,https://m.facebook.com/story.php?story_fbid=10157619072361065&id=46251501064,"奧運賽場上，除了勝負之外，總還能有些畫面，停留在我們的腦海。 　　 今天的拳擊女子69公斤級賽事後，止步於八強的 陳念琴﹣I'm Nien-Chin,CHEN 選手在拳擊場中跪下，給了場地一個親吻。她說，這是感謝自己和團隊的努力，因為這個舞台得來不易。 　　 第一次參加奧運的田徑好手 #謝喜恩，在女子100公尺資格賽結束後，雖然無緣晉級，還是表示開心和享受，覺得沒有對不起自己所付出的準備，更謝謝家人一直以來的支持。 　　 我們也看到選手和選手之間，在競爭過後，對彼此表達的激賞。羽球女單八強賽，小戴 戴資穎/ Tai Tzu Ying 和纏鬥到最後一刻的泰國好手 Ratchanok Intanon (รัชนก อินทนนท์)，賽場上同時撲倒搶球，賽後也各自雙手合十，向彼此致意。 　　 羽球男雙也是。黃金男雙 李洋/Lee Yang、王齊麟/Wang Chi Lin 擺完招牌「聖筊」勝利姿勢，立即和印尼對手Hendra Setiawan、Mohammad Ahsan互相擁抱、擊掌。頂尖高手間的相知相惜，真是讓人激賞！ 　　 奧運的競賽項目繁多，我們未必能清楚每種運動的規則、技巧，但對於選手的拚勁，對於運動家真誠的情感，卻很能產生共鳴。比賽有輸有贏，而跨越語言和國界的感動，將會繼續流傳。 　　 再次恭喜總排名締造個人奧運最佳紀錄的划船 黃義婷HUANG Yi-Ting 選手、射擊 #田家榛 和 吳佳穎 Wu Chia Ying（證件妹） 選手，也要給射箭 #林佳恩 選手、拳擊 #吳詩儀 選手、田徑 陳傑JC 選手、高爾夫 #潘政琮 選手、游泳 #黃渼茜 選手最大的掌聲和肯定！能幫你們加油，是很開心的事！ 　　 照片提供：中央社、體育署 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕"
蔡英文 Tsai Ing-wen,2021-07-30,220000,1429,4859,https://m.facebook.com/story.php?story_fbid=10157618880701065&id=46251501064,今晚，全台灣都幫小林同學加油，謝謝你帶給我們一場精采的比賽！ 　　 在桌球男子單打銅牌戰中，#林昀儒 對上德國名將、前世界球王 Dimitrij Ovtcharov，經歷好幾次deuce（平分），前六局戰成3:3平手，最終纏鬥到第七局才落敗，本屆奧運男單以第四名作收。 　　 雖然不免可惜，但這已經追平 莊智淵  Chuang Chih-Yuan 保持的台灣桌球男單紀錄。2012年倫敦奧運，一樣是銅牌戰，一樣是Ovtcharov，讓無數的台灣球迷扼腕。 　　 我們向台灣的好對手Ovtcharov致敬，也要繼續幫昀儒加油！昀儒，休息一下，未來一定還有更棒的旅程！ 　　 照片提供：TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-29,110000,1545,5564,https://m.facebook.com/story.php?story_fbid=10157618328006065&id=46251501064,今天是李登輝前總統離開我們滿一年的日子。 　　 一早我和 賴清德 副總統、蘇貞昌 院長、游錫堃 院長、陳菊(花媽) 院長一起前往五指山國軍示範公墓，表達對李前總統的追思。 　　 我們回顧前人追求台灣民主的曲折進程，更珍惜當下的自由空氣。每個時代，都有不同的挑戰，持續深化台灣民主，並走向世界，和國際夥伴共同守護民主價值，就是我們這一代人的挑戰和使命。 　　 台灣的民主之路，我們會堅定地走下去。 　　 下午我將出席 國史館Academia Historica 的「關鍵1991：李登輝與台灣民主元年」特展開幕，直播頻道請見：https://reurl.cc/eEbWxj翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-29,100000,902,3358,https://m.facebook.com/story.php?story_fbid=10157617145831065&id=46251501064,場上全力以赴，場下展現友誼，這是奧運的精神，也是運動家的風範。 　　 今天台灣選手參與的賽事，場場扣人心弦。有最頂尖的桌球對決，有高張力的射箭對抗，也有划船賽事中，黃義婷HUANG Yi-Ting 選手挑戰自我，刷新個人奧運成績的感動時刻。 　　 我們也對選手流露出的真摯情感，留下難忘的印象。今天羽球男雙 李洋/Lee Yang、王齊麟/Wang Chi Lin 獲勝那一刻，落敗的地主隊選手 #渡邊勇大 豎起大拇指，比了一個大大的「讚」。看到他賽後流下淚水，齊麟給了他一個擁抱。 　　 擁抱的畫面，也出現在射箭男子個人淘汰賽。魏均珩 WEI Chun-Heng 和 湯智鈞 Tang Chih Chun 的「台灣對決」，僵持到加射階段，智鈞以一記10分箭，一分之差驚險勝出。賽後兩位選手互相擁抱，均珩給了晉級的智鈞滿滿的祝福。 　　 相信大家都有感覺，收看奧運轉播的同時，我們往往不是帶著焦慮、懊惱或憤怒的心情。在為比數緊張之外，很多時候，我們也能夠感受到，台灣選手臨場的自信、鬥志、和韌性。我們知道選手們是如何享受比賽，我們也知道，代表台灣的這批優異青年，是充滿了運動家的風範。 　　 每一位選手，都是台灣的驕傲。我要恭喜今天晉級的射箭好手 #林佳恩、拳擊好手 黃筱雯 Huang Hsiao Wen，更要把掌聲獻給拚盡全力的羽球好手 王子維 / Wang Tzu Wei、射箭好手 #鄧宇成、射擊好手 楊昆弼 Yang kun pi 和游泳好手 王冠閎 Eddie Kuan-Hung Wang。另外，女子25公尺手槍資格賽和高爾夫男子組賽事仍在進行中，吳佳穎 Wu Chia Ying（證件妹）、#田家榛、#潘政琮 都加油！繼續衝刺排名！ 　　 明天從早到晚，還有一連串關鍵賽事。奧運期間，關心比賽，也別忘了依然要注意防疫，避免群聚，並且適時動一動、讓眼睛休息喔！ 　　 照片提供：體育署 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-29,220000,1705,7397,https://m.facebook.com/story.php?story_fbid=10157616892306065&id=46251501064,太精采的一場比賽！小林同學！ 　　 剛才進行的奧運桌球男單四強賽，小林同學 #林昀儒 和世界球王樊振東拚搏到第七局，頻頻以巧妙刁鑽的球路，給對手製造出龐大的壓力。雖然最後以3:4的差距落敗，但這真的是最頂尖的一場對決！ 　　 小林同學，你真的打出了我們想像不到的球路。太棒了！銅牌戰加油，繼續寫下驚奇吧！ 　　 照片提供：TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-28,120000,1752,3619,https://m.facebook.com/story.php?story_fbid=10157616705241065&id=46251501064,台灣英雄陸續回國，送上「奧運英雄限定版早餐」，好好休息一下吧！ 　　 這幾天，配合東京奧運防疫要求，結束賽程的選手、教練、陪練員及技術人員，已經分批回到台灣。除了 教育部 依約定為選手安排商務艙外，也設置了專屬的通關。 　　 接下來，台灣英雄們要在防疫旅館住一段時間。我準備了 #阜杭豆漿 和 #上海老天祿滷味，並附上卡片。這一點心意，是要謝謝大家為國家的付出。 　　 另外也特別說明，限定版的早餐，在 國家運動訓練中心 National Sports Training Center 的營養師協助把關下， #飯糰加大但沒有油條， #滷味也特製不含丁香，希望選手們在享受美味的同時，也能吃得營養又沒負擔。 　　 歡迎回家！ 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-28,83000,708,2495,https://m.facebook.com/story.php?story_fbid=10157615586186065&id=46251501064,今天又是台灣選手拿出精采表現的一天！ 　　 🔺在桌球男單賽事，小林同學 #林昀儒 直落四擊敗對手，成功晉級四強，也確定會追上 莊智淵 Chuang Chih-Yuan  在2012年倫敦奧運獲得男單第四名的台灣紀錄。下一場，小林同學將對上世界排名第一的中國選手。加油！讓世界看看台灣「天才少年」的實力吧！ 　　 🔺在羽球賽事，一早許多人還來不及打開電視，小戴 戴資穎/ Tai Tzu Ying 就已順利贏球。傍晚小天 #周天成 和 王子維 / Wang Tzu Wei 同時出賽，各自拚滿三局後拿下勝利，至此羽球小組賽告一段落，台灣選手全部晉級！我們都會繼續密切關注。  　　 🔺在體操賽事，今晚登場的男子全能決賽，「亞洲貓王」唐嘉鴻 Tang Chia Hung 以六項總和84.798分，名列第七名，締造台灣選手在奧運的新紀錄！嘉鴻，你的好表現，全世界都看到了。你對轉播鏡頭比的愛心，在台灣的我們也接收到了。 　　 同場出賽的「鞍馬王子」李智凱 Chih Kai Lee 雖然不慎受傷，幸好傷勢沒有大礙，教練也請大家放心。我們會繼續為智凱後續的鞍馬單項決賽集氣！ 　　 🔺今天出賽的還有征戰三屆奧運的射箭好手「雷母」雷千瑩 LEI CHIEN YING、台灣第一位達到「奧運游泳參賽A標」的 水之呼吸 王星皓-Wang Hsing-Hao，即使沒闖進下一關，你們依然是所有台灣人的標竿。另外，曾打破世界紀錄的不定向飛靶射擊好手 楊昆弼 Yang kun pi 也正在進行資格賽，明天繼續加油！ 　　 這一屆奧運，台灣選手在每一個參賽項目，幾乎都有亮眼的表現。有時同一時間有好幾場精采賽事，打開電視，我們甚至不知道該先收看哪一場轉播才好。目前，代表團的總獎牌數也已經創下歷史新高，而這一切的好表現、好成績，都要歸功於選手的付出、國家運動訓練中心 National Sports Training Center 各項後勤團隊長期的協助，以及 教育部 體育署從2019年啟動的「黃金計畫」。曾經辛苦耕耘的，終究結出了美好的果實。 　　 特別標籤出每一位選手和後勤單位，是希望奧運期間，我們大力加油打氣；奧運過後，更要不斷提升環境，持續給予支持！台灣的體育實力，就是我們的驕傲。 　　 照片提供：體育署 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-27,74000,1365,9479,https://m.facebook.com/story.php?story_fbid=10157614649826065&id=46251501064,我已經完成疫苗意願登記，並且選擇接種國產高端疫苗。 　　 安全、有效、合法，符合科學標準的疫苗，才會提供給大家接種。我也會去接種，請大家放心。 　　 昨天下午，#疫苗施打意願登記與預約系統 已經重新開放意願登記，也將高端疫苗列為選項之一。 　　 我要呼籲所有符合資格的民眾，都盡快進行疫苗意願登記與預約。疫情警戒降級不鬆懈，請大家繼續努力，衝刺提高接種率，達成更完善的群體免疫力，相信我們不久後就可以恢復如常生活！ 　　 ➡️疫苗施打意願登記與預約系統：https://1922.gov.tw/ 　　 #團結防疫守台灣翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-27,110000,827,3680,https://m.facebook.com/story.php?story_fbid=10157613743461065&id=46251501064,"今天一整天，我們的心，都隨著奧運賽場上的變化而起伏。 　　 早上，兩位年僅19歲的少年好手先後出賽，桌球天才少年 #林昀儒 率先在男單賽事中取勝，台灣蝶王 王冠閎 Eddie Kuan-Hung Wang 在游泳男子200公尺蝶式半準決賽中，很可惜的卻無緣晉級，沒關係，未來還要繼續挑戰！ 　　 中午，羽球黃金男雙 李洋/Lee Yang、王齊麟/Wang Chi Lin 陷入互有來往的拉鋸戰，最後從世界排名第一的印尼黃金搭檔手中拿下小組賽珍貴一勝，順利晉級八強！稍晚的射箭女子個人淘汰賽，遺憾 譚雅婷 Tan Ya-Ting 僅以微小的差距失利，參加10公尺空氣步槍混合團體賽事的 #呂紹全 和 #林穎欣 也未能晉級，但我們都知道這已經是極為不容易的成績。 　　 從下午到晚上，舉重接連拿下兩面獎牌，讓我們欣喜萬分！兩位拳擊好手 陳念琴﹣I'm Nien-Chin,CHEN 和 #吳詩儀 也都以旺盛的鬥志拚進下一輪賽事。台灣女生，在奧運賽場先後揚威！ 　　 而讓我們所有人都懸著一顆心的，是一系列桌球單打賽事。昀儒連贏兩場，成功闖進八強，莊智淵  Chuang Chih-Yuan 和埃及對手鏖戰七局後落敗。女單的賽事，鄭怡靜 CHENG I-Ching 和 陳思羽 Chen Szu-Yu 也陸續止步。不氣餒，接著還有團體賽！ 　　 無論比賽結果如何，我都要謝謝每位出賽的選手、教練及後勤團隊！謝謝你們把屬於台灣人的氣魄帶到了東京，用強烈的拚戰精神，讓世界看見台灣，更讓台灣在奧運殿堂中留名。這一切，真的鼓舞了我們。 　　 這兩天，結束賽程的選手和教練開始返台。我們在機場準備了專屬的通關，並由專人協助入住防疫旅館。期待選手們都能好好休息，往後還有全新的旅程，讓我們一起繼續努力！ 　　 照片提供：體育署 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕"
蔡英文 Tsai Ing-wen,2021-07-27,110000,763,2797,https://m.facebook.com/story.php?story_fbid=10157613510226065&id=46251501064,舉重第二面獎牌！恭喜 #陳玟卉 選手贏得銅牌！ 　　 今晚的舉重女子64公斤級賽事，競爭極度激烈，每位選手都拿出最大的鬥志，不斷堆高成績，直到最後一刻才分出了勝負！最終玟卉以抓舉103公斤、挺舉127公斤、總和230公斤的成績，奮勇拿下銅牌。 　　 當玟卉振臂高呼的那一刻，我們也都為玟卉歡呼！ 　　 照片提供：體育署 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
蔡英文 Tsai Ing-wen,2021-07-27,220000,1806,5103,https://m.facebook.com/story.php?story_fbid=10157613463216065&id=46251501064,"謝謝郭婞淳，為台灣拿下東京奧運第一金！ 　　 舉重女神 Tana 郭婞淳 KUO, Hsing-Chun，終於贏得奧運金牌！不只拿下金牌，更一次打破女子59公斤級抓舉、挺舉、總和三項奧運紀錄！ 　　 身為女子59公斤級世界紀錄保持人的婞淳，今天以抓舉103公斤、挺舉133公斤、總和236公斤的成績，毫無懸念，讓金牌穩穩落袋，也締造了同量級的奧運新紀錄。 　　 剛剛，在婞淳忙到一個段落後，我也打了電話恭喜婞淳，聽婞淳親口分享喜悅！我跟婞淳說，今天全台灣都為妳瘋狂，前兩次奧運沒實現的目標，這次在東京奧運做到了，我們都以妳為榮！ 　　 今天的最後一舉，婞淳更試著推進自己創下的挺舉世界紀錄。挑戰沒有成功時，我以為是在難過，但看到婞淳馬上露出了笑容，我想，全台灣的人都放心了。 　　 照片提供：TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕"
蔡英文 Tsai Ing-wen,2021-07-26,56000,775,3918,https://m.facebook.com/story.php?story_fbid=10157613020026065&id=46251501064,"Děkuji !（捷克語「謝謝」） 　　 謝謝捷克政府，昨天在內閣會議中決定，將捐贈30,000劑疫苗給台灣。在Delta變種病毒肆虐各國的此刻，歐洲國家依然願意提供友善的支持，真的讓我們深深感謝。 　　 去年四月，台灣和捷克共同簽署發布 #台捷防疫合作聯合聲明，我們互相交流防疫經驗，針對防疫物資的建置密切合作。政府與民間也陸續提供口罩、口罩機等防疫物資和設備給捷克。很高興合作關係形成了正面的循環，我們會努力深化下去！ 　　 我也要謝謝許多捷克的好朋友，一起促成了台灣和捷克更進一步的合作。這陣子，包括捷克參議院議長韋德齊（Miloš Vystrčil）外委會費雪主席（Pavel Fischer）布拉格市賀吉普市長（Zdeněk Hřib - primátor Prahy）在內的好朋友，都相當關心台灣的疫情及取得疫苗的情況。患難見真情，正是台捷真摯友誼的寫照。 　　 國際疫情仍然嚴峻，台灣和捷克，一定會繼續攜手對抗疫情挑戰！翻譯年糕"
蔡英文 Tsai Ing-wen,2021-07-26,150000,1412,5361,https://m.facebook.com/story.php?story_fbid=10157611971696065&id=46251501064,"能長留我們心底的，往往不只是比賽勝負，更包括了選手展現出的不屈鬥志。 　　 今晚，除了再次恭喜射箭男團、桌球混雙奪牌，我也要好好謝謝桌球選手 莊智淵 Chuang Chih-Yuan。從當年的「小莊」到現在的「桌球教父」，40歲的智淵在培育出眾多新秀的同時，依然維持身手，第五度代表台灣征戰奧運。今天智淵在男單第三輪賽事中勝出，繼續挺進，資深選手堅持到底的意志力，我們都為之折服。 　　 還有一個重大的好消息，是「台灣蝶王」王冠閎 Eddie Kuan-Hung Wang 在游泳男子200公尺蝶式預賽中，游出1分54秒44好成績，突破了自己所保持的全國紀錄，也名列預賽全部選手第2名，順利晉級前16強準決賽！台灣人在奧運殿堂中，又跨出了一個新的里程碑。 　　 另外，羽球單打、雙打小組賽持續中。小戴 戴資穎/ Tai Tzu Ying 和黃金男雙 李洋/Lee Yang、王齊麟/Wang Chi Lin 都穩穩收下一勝。明天黃金男雙將迎戰世界排名第一的印尼搭檔，加油，繼續拚就對了！ 　　 今天以無比拚勁深深感動我們的，還有柔道選手 連珍羚 LIEN Chen-Ling、拳擊選手 林郁婷 Lin, Yu-Ting、舉重選手 江念欣-MaLia 和跆拳道選手 #劉威廷，無論是汗水還是淚水，揮灑在賽場上的，都是努力過的痕跡。四位代表台灣挑戰頂峰的好手，都是我們最大的驕傲。辛苦了，等你們回來！ 　　 照片提供：法新社、體育署 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕"
蔡英文 Tsai Ing-wen,2021-07-26,110000,706,2663,https://m.facebook.com/story.php?story_fbid=10157611717476065&id=46251501064,再拿一面獎牌！恭喜桌球混雙組合鄭怡靜、林昀儒拿下銅牌！ 　　 今晚的桌球混合雙打銅牌戰，台灣桌球一姊 鄭怡靜 CHENG I-Ching 和天才少年 #林昀儒 火力全開，完全展現出實力，順利以4比0擊敗法國對手，俐落地拿下銅牌！這面銅牌，也是2000年雪梨奧運後，台灣睽違21年的奧運桌球獎牌。 　　 備戰了兩年，怡靜和昀儒的默契真的沒話說！接下來的單打項目，我們繼續集氣！ 　　 照片提供：TSNA攝影侯禕縉 　　 #台灣加油 #東京奧運 #TokyoOlympics翻譯年糕
